title,url,page_title,category,ingredients,instructions,kalori,protein,karbohidrat,lemak,serat,gula,sodium,kalium,kolesterol,lemak_jenuh,description,prepTime,cookTime,recipeYield
Snack Oat,https://www.fatsecret.co.id/resep/46213393-snack-oat/Default.aspx,Snack Oat,Sidebar - Makanan Ringan,1 besar putih telur | 130 gram pisang | 25 gram kacang almond panggang kering (tanpa tambahan garam) | 100 g quick cooking oatmeal | 1 sdm extra virgin olive oil,"Lumatkan pisang. | Masukkan putih telur kedalam pisang yg dilumatkan. | Aduk dan campurkan semua bahan kedalam pisang (oat, almond, olive oil). | Bagi menjadi 30 bagian (10gr). | Panggang 20 menit (suhu 180). | Dingingkan, siap disantap.","26,0 kkal","0,73 g","3,44 g","1,08 g","0,5 g","0,58 g","2,0 mg","24,0 mg","0,0 mg","0,136 g","Camilan rendah kalori dengan pisang, gandum, dan almond.",PT10M,PT25M,30 porsi
Bolu Pisang Kukus,https://www.fatsecret.co.id/resep/43440002-bolu-pisang-kukus/Default.aspx,Bolu Pisang Kukus,Sidebar - Makanan Ringan,2 besar telur | 120 gram tepung gandum | 1/2 sdt ekstrak vanila | 1 sdt baking soda | 440 g pisang ambon | 4 g sweetener | 50 g margarine,"Kupas pisang , lumatkan hingga halus lalu sisahkan. | Kocok telur dan gula hanya sampai larut saja. Tidak usah terlalu lama. | Campurkan pisang yg sudah dilumatkan kedalam adonan telur dan gula. Aduk hingga tercampur rata. | Ayak tepung, baking soda dan vanili. Masukan kedalan adonan. Aduk hingga tercampur rata. | Masukan margarin keadonan, aduk hingga rata. | Siapkan loyang. Olesi dengan margarin secara merata. | Kukus dengan api sedang selama 30 menit. | Setelah 30 menit cek meggunakan tusuk gigi. Kalau tidak ada yg menempal berati sudah matang dengan sempurna.","138,0 kkal","3,47 g","20,56 g","5,37 g","11,0 g","0,15 g","193,0 mg","225,0 mg","42,0 mg","2,702 g",Kue pisang kenyal rendah kalori.,PT50M,PT30M,10 porsi
Jus Hijau,https://www.fatsecret.co.id/resep/65329105-jus-hijau/Default.aspx,Jus Hijau,Sidebar - Minuman,1/2 lemon | 75 gram pepaya | 77 gram nanas | 35 gram wortel | 150 ml air | 88 gram melon | 40 gram pakcoy,Peras jus dari lemon. | Campur semua bahan dalam blender. | Sajikan dalam gelas.,"61,0 kkal","1,26 g","15,56 g","0,28 g","2,7 g","10,62 g","24,0 mg","358,0 mg","0,0 mg","0,057 g",Minuman sehat dari buah dan sayuran.,PT15M,PT0M,2 porsi
Jus Apel Pepaya,https://www.fatsecret.co.id/resep/56279067-jus-apel-pepaya/Default.aspx,Jus Apel Pepaya,Sidebar - Minuman,"1 sedang apel (tanpa kulit) | 1 mangkok, potong dadu pepaya | 1 sachet pemanis klasik | 1/4 sachet rasa leci | 1 gelas susu uht low fat","Masukkan semua bahan ke dalam blender. | Blender hingga halus. Pindahkan ke gelas. | Tambahkan jeli, jika diinginkan.","221,0 kkal","8,2 g","46,06 g","2,87 g","5,2 g","22,19 g","109,0 mg","825,0 mg","10,0 mg","1,587 g","Minuman menyegarkan dan memuaskan yang terbuat dari buah-buahan segar.
",PT5M,PT0M,1 porsi
Green Smoothie,https://www.fatsecret.co.id/resep/54104440-green-smoothie/Default.aspx,Green Smoothie,Sidebar - Makan Pagi,50 gram celery | 10 g pisang single | 35 g oat | 15 g chia seed,Cuci bersih dab siapkan bahan. | Blend jadi satu. | Serving tabur chia seed.,"229,0 kkal","6,94 g","33,68 g","7,58 g","10,0 g","1,22 g","43,0 mg","133,0 mg","0,0 mg","1,022 g","Sehat, rasanya luar biasa, dan dibuat dengan 4 bahan dalam waktu kurang dari 5 menit.",PT5M,PT0M,1 porsi
Green Smoothie,https://www.fatsecret.co.id/resep/46334959-green-smoothie/Default.aspx,Green Smoothie,Sidebar - Makan Pagi,1 kecil pisang | 100 gram nanas | 20 gram mentimun (dengan kulit) | 10 gram bayam | 25 gram sawi hijau,"Siapkan semua bahan, cuci bersih. | Potong dadu, masukkan kedalam blender. | Tambahkan air dan blender sampai halus.","146,0 kkal","2,44 g","37,33 g","0,56 g","4,5 g","22,28 g","26,0 mg","625,0 mg","0,0 mg","0,141 g","Perpaduan bernutrisi antara pisang, nanas, bayam, sawi, mentimun.",PT2M,PT5M,1 porsi
Susu Gula Merah Segar Dengan Keju Krim,https://www.fatsecret.co.id/resep/44835180-susu-gula-merah-segar-dengan-keju-krim/Default.aspx,Susu Gula Merah Segar Dengan Keju Krim,Sidebar - Minuman,"85 gram keju cheddar | 5 sdt, bongkahan  gula merah | 1 l susu uht full cream (250ml) | 4 g tepung pati jagung","Masukkan 300 ml susu UHT dan parutan keju ke panci. | Masak hingga keju meleleh. | Campur 1 sdt maizena dengan sedikit susu. | Masukkan maizena kedalam panci, aduk merata, lalu sisihkan. | Lelehkan gula merah dengan sedikit air. | Masukkan gula merah kedalam gelas, lalu tuang sisa susu, dan tambahkan cheese cream yang sudah dibuat.","298,0 kkal","15,07 g","18,42 g","17,39 g","0,0 g","4,96 g","231,0 mg","578,0 mg","54,0 mg","9,976 g",Minuman yang creamy dan menyegarkan.,PT2M,PT30M,3 porsi
Orange Smoothie,https://www.fatsecret.co.id/resep/44415434-orange-smoothie/Default.aspx,Orange Smoothie,Sidebar - Minuman,1 kecil jeruk keprok | 1 sedang apel (tanpa kulit) | 100 gram nanas | 100 gram wortel | 1/2 gelas air,"Kupas semua buah2an, cuci bersih lalu potong2, kecuali jeruk, peras airnya. | Siapkan blender, masukan semua buah yg sudah di potong kecil2, lalu air perasan jeruk, tambahkan air dan es batu secukupnya. | Blender semua buah kurleb 2-3menit sampai halus sempurna. Siap dinikmati.","187,0 kkal","2,39 g","47,88 g","0,75 g","7,2 g","34,14 g","73,0 mg","666,0 mg","0,0 mg","0,1 g","Smoothie yang menyegarkan dengan apel, nanas, dan wortel.",PT10M,PT0M,1 porsi
Hot Choco,https://www.fatsecret.co.id/resep/43432498-hot-choco/Default.aspx,Hot Choco,Sidebar - Minuman,"281 g low fat high calcium French vanilla | 1 bedak wangi stevia sweetener | 750 ml air mineral | 37,5 g cocoa powder","Didihkan susu, air matang selama 3 menit. | Tuang bubuk coklat di mug. | Tuang air dan susu yang hangat ke dalam mug. | Aduk bersama gula stevia. | Nikmati!","288,0 kkal","16,25 g","41,75 g","8,12 g","16,2 g","21,25 g","138,0 mg","462,0 mg","6,0 mg","5,0 g",Cokelat panas dengan susu vanila perancis.,PT5M,PT5M,1 porsi
Yellow Smoothies,https://www.fatsecret.co.id/resep/43305381-yellow-smoothies/Default.aspx,Yellow Smoothies,Sidebar - Makan Pagi,100 gram mangga | 150 gram buah pir | 50 gram mentimun (dengan kulit) | 130 gram air,Masukkan semua bahan ke dalam blender. | Tambahkan air lalu Blender semua bahan sampai halus. | Siap disajikan.,"80,0 kkal","0,7 g","21,0 g","0,26 g","3,3 g","15,17 g","4,0 mg","204,0 mg","0,0 mg","0,046 g","Campuran buah pir, mentimun, dan mangga yang menyegarkan.",PT20M,PT10M,2 porsi
Shakshuka,https://www.fatsecret.co.id/resep/52169205-shakshuka/Default.aspx,Shakshuka,Sidebar - Makan Siang,2 besar telur | 1 siung bawang putih | 2 besar utuh tomat merah | 1 sdm saus tomat | 100 gram bawang bombay | 50 gram jamur kancing,"Kupas kulit tomat, lalu di cincang/blender. Cincang bawang putih dan bawang bombay, dan jamur champignon. | Tumis bawang bombay dan bawang putih hingga layu, tambahkan jamur tumis lagi hingga jamur berubah warna, masukkan pure tomat, saos tomat dan air. Tambahkan Garam, lada, dan bumbu pilihan lainnya. | Tambahkan telur, tutup pan hingga telur matang. | Makanan siap dihidangkan.","283,0 kkal","18,65 g","31,06 g","11,0 g","6,3 g","18,69 g","331,0 mg","1362,0 mg","423,0 mg","3,327 g",Telur dengan saus tomat.,PT5M,PT10M,1 porsi
Bayam Jamur,https://www.fatsecret.co.id/resep/49965471-bayam-jamur/Default.aspx,Bayam Jamur,Sidebar - Lainnya,1 kecil telur | 15 gram bawang putih | 80 gram bayam | 12 gram bawang merah | 103 g jamur enoki | 60 ml non fat milk,"Iris halus bawang merah dan putih. | Tumis bawang merah dan putih sampai kecoklatan. | Masukan bayam yang sudah dicuci, aduk sebentar, tambahkan 50ml air matang. | Masukan telur. | Aduk2 sebentar sampai telur tercampur dan bayam layu. | Masukan jamur enoki yg sdh dicuci bersih. | Tambahkan susu non fat. | Diamkan sebentar kemudian angkat.","83,0 kkal","5,93 g","10,44 g","2,04 g","2,7 g","2,72 g","60,0 mg","286,0 mg","80,0 mg","0,606 g",Jamur enoki krim dan bayam yang cepat dan mudah.,PT5M,PT5M,2 porsi
Chia Puding,https://www.fatsecret.co.id/resep/46903206-chia-puding/Default.aspx,Chia Puding,Sidebar - Lainnya,1 kurma | 30 gram pisang | 35 gram buah pir | 20 gram chia seed | 100 ml susu uht rasa coklat,"Haluskan pisang, setelah halus masukan chiaseed dan susu UHT (bebas untuk susu). | Setelah itu aduk rata. | Dan diamkan di kulkas ±5jam sampai set. | Setalah jadi, beri toping sesuai selera disini aku pakai kurma dan pir.","232,0 kkal","6,18 g","36,86 g","7,92 g","10,1 g","19,96 g","22,0 mg","339,0 mg","4,0 mg","1,874 g","Chia seed puding, toping kurma dan pir.",PT5M,PT5M,1 porsi
Tahu Kuping,https://www.fatsecret.co.id/resep/46493940-tahu-kuping/Default.aspx,Tahu Kuping,Sidebar - Lainnya,"5 siung bawang putih | 1 mangkok, dicincang daun bawang (loncang) | 100 gram tepung terigu putih (semua keperluan) | 250 gram tahu | 100 gram sagu","Siapkan mangkok, masukan semua bahan kecuali tahu. | Aduk adonan sambil di beri air sedikit-sedikit sampai adonan bisa di bentuk. | Ambil tahu, lalu beri adonan tepung di atasnya. | Goreng sampai matang.","65,0 kkal","2,23 g","12,09 g","0,91 g","0,5 g","0,47 g","3,0 mg","50,0 mg","0,0 mg","0,111 g",Tahu goreng rendah kalori.,PT25M,PT10M,15 porsi
Tahu Kol,https://www.fatsecret.co.id/resep/45578833-tahu-kol/Default.aspx,Tahu Kol,Sidebar - Lainnya,107 gram telur | 7 gram kaldu jamur | 1 1/2 sdt bawang putih bubuk | 50 gram buncis | 75 gram wortel | 350 gram sawi putih | 129 gram tempe | 1 1/2 sdt garam laut | 271 gram tahu | 10 g tepung pati jagung | 45 g tepung tapioka | 3 g lada putih bubuk,Aduk semua bahan. | Rebus kol. | Masukan bahan ke kol. | Lipat kol dengan rapi. | Kukus kurleb 30 menit.,"20,0 kkal","1,58 g","1,45 g","0,97 g","0,1 g","0,33 g","92,0 mg","40,0 mg","11,0 mg","0,196 g",Kubis gulung dengan tahu dan sayuran di dalamnya.,PT20M,PT30M,42 porsi
Sushi Telor,https://www.fatsecret.co.id/resep/44497489-sushi-telor/Default.aspx,Sushi Telor,Sidebar - Lainnya,40 gram telur goreng tanpa lemak | 150 gram nasi putih | 20 gram wortel dimasak | 4 gram rumput laut kering | 20 gram mentimun (kupas),"Siapkan alat dan bahan. | Goreng telur, kukus wortel. | Susun semua bahan dan gulung.","285,0 kkal","11,2 g","46,33 g","150,0 g","1,5 g","1,5 g","835,0 mg","235,0 mg","191,0 mg","1,663 g","Telur, wortel dan mentimun yang dibungkus dengan nori.",PT5M,PT10M,1 porsi
Tahu Dihancurkan dengan Telur Orak Arik,https://www.fatsecret.co.id/resep/64589067-tahu-dihancurkan-dengan-telur-orak-arik/Default.aspx,Tahu Dihancurkan dengan Telur Orak Arik,Sidebar - Makan Siang,110 gram telur | 16 gram cabai merah atau rawit | 10 gram bawang putih | 30 gram daun bawang | 2 sdm minyak goreng | 232 gram tahu | 35 gram bawang bombay,"Tuangkan minyak, kemudian tumis bawang putih, bawang bombay, dan rawit. | Setelah berwarna sedikit kecoklatan, masukkan telur dan diorak arik. | Tambahkan tahu dan hancurkan. Tuangkan air secukupnya. | Bumbui sesuai selera. | Masukkan bawang daun dan sajikan.","156,0 kkal","8,91 g","6,43 g","11,34 g","1,6 g","1,55 g","48,0 mg","221,0 mg","116,0 mg","3,326 g",Hidangan untuk makan siang dengan s rendah.,PT10M,PT20M,4 porsi
Pancake Pisang,https://www.fatsecret.co.id/resep/60234812-pancake-pisang/Default.aspx,Pancake Pisang,Sidebar - Makan Pagi,140 gram pisang | 1/2 sdt gula pasir | 50 gram tepung terigu putih (semua keperluan) | 80 ml susu skim,"Haluskan pisang, lalu campur dengan terigu. Aduk rata. | Tambahkan gula dan susu secara bertahap sambil diaduk hingga rata. | Panaskan wajan antilengket, tuang satu sendok sayur adonan. | Apabila sudah muncul gelembung, balik adonan pancake. Tunggu hingga kedua sisi matang. | Sajikan hangat, boleh ditambah madu atau topping sesuai selera.","51,0 kkal","1,35 g","10,89 g","0,33 g","0,7 g","3,38 g","5,0 mg","97,0 mg","1,0 mg","0,153 g",Pancake pisang termudah yang pernah ada!,PT5M,PT20M,7 porsi
Pancake Pisang,https://www.fatsecret.co.id/resep/56104480-pancake-pisang/Default.aspx,Pancake Pisang,Sidebar - Makan Pagi,1 besar telur | 100 gram pisang | 25 g instant oatmeal,"Hancurkan pisang dengan garpu. | Tambahkan sisa bahan, lalu aduk hingga rata. | Panaskan pan anti lengket dengan api kecil. | Tuang sebagian adonan. Masak kedua sisi. Ulangi sampai adonan habis.","263,0 kkal","10,95 g","40,36 g","7,8 g","4,7 g","12,61 g","71,0 mg","425,0 mg","212,0 mg","2,022 g","Pancake ini mengenyangkan dan cepat dibuat, cocok untuk sarapan.",PT8M,PT10M,1 porsi
Bubur Ayam Oatmeal,https://www.fatsecret.co.id/resep/54559692-bubur-ayam-oatmeal/Default.aspx,Bubur Ayam Oatmeal,Sidebar - Makan Siang,50 gram dada ayam rebus (kulit tidak dimakan) | 1 sedang telur rebus | 1 sejumput lada hitam | 1 sejumput garam | 30 g instant oatmeal | 30 g sayur toge | 3 ml kecap manis | 2 g royco ayam,"Rebus dada ayam di wajan sampai matang. Setelah selesai, tiriskan dan simpan sisa airnya untuk digunakan nanti. Sisihkan ayam rebus. | Masukkam oatmeal kedalam wajan yg berisi air sisa rebusan ayam tadi dan aduk terus. | Tambahkan toge, lalu aduk kembali. Tambahkan merica, garam dan penyedap rasa. | Jika sudah matang, angkat dan masukkan ke dalam mangkuk. | Suwir-suwir ayam yang sudah dimasak dan taruh di mangkuk sebagai topping dengan telur rebus.","310,0 kkal","34,37 g","24,33 g","9,15 g","2,6 g","3,27 g","1115,0 mg","149,0 mg","224,0 mg","2,284 g","Makanan yang terjangkau dan nyaman akan anda nikmati di hari yang dingin.
.",PT10M,PT10M,1 porsi
Tumis Pakcoy,https://www.fatsecret.co.id/resep/51087880-tumis-pakcoy/Default.aspx,Tumis Pakcoy,Sidebar - Makan Siang,"1 sdt bawang putih bubuk | 1 sdm cabai merah atau rawit | 1 sdt garam | 1 gelas air | 1/2 sdt, dikemas gula merah | 200 gram pakcoy | 0,5 g bawang merah goreng | 2 g royco ayam | 1,2 g lada putih bubuk",Masukkan semua bumbu dan air. | Setelah mendidih masukkan sayur masak 2menit. | Sajikan dalam wadah taburi bawang goreng.,"30,0 kkal","1,22 g","6,2 g","0,62 g","1,6 g","2,86 g","1456,0 mg","193,0 mg","0,0 mg","0,144 g",Hidangan sayuran sehat yang mudah.,PT5M,PT5M,2 porsi
Smoothie Buah Naga dan Pisang,https://www.fatsecret.co.id/resep/50866664-smoothie-buah-naga-dan-pisang/Default.aspx,Smoothie Buah Naga dan Pisang,Sidebar - Makan Pagi,100 gram pisang | 20 g instant oatmeal | 100 gram buah naga | 130 ml susu uht low fat source of calcium,"Bekukan pisang dan buah naga. | Setelah beku masukkan semua bahan² ke dalam blender lalu di blend. | Setelah selesai, smoothies siap dihidangkan.","144,0 kkal","4,18 g","29,66 g","1,88 g","3,0 g","14,82 g","2,0 mg","369,0 mg","2,0 mg","0,616 g",Smoothie sarapan yang lezat.,PT10M,PT0M,2 porsi
Omelet Tuna,https://www.fatsecret.co.id/resep/50331354-omelet-tuna/Default.aspx,Omelet Tuna,Sidebar - Makan Pagi,30 gram ikan tuna | 1 besar telur | 50 gram bayam dimasak (dari segar),Letakkan bayam di teflon. Tutup teflon. | Letakkan tuna diatas bayam. | Tuangkan telur diatasnya. Tutup teflon. | Balikkan dan selesai.,"126,0 kkal","14,74 g","2,22 g","6,37 g","1,1 g","0,59 g","224,0 mg","426,0 mg","226,0 mg","1,827 g",Omelet lezat dan sehat dengan tuna dan bayam.,PT5M,PT5M,1 porsi
Mangkuk Smoothie Hijau,https://www.fatsecret.co.id/resep/48094193-mangkuk-smoothie-hijau/Default.aspx,Mangkuk Smoothie Hijau,Sidebar - Makan Pagi,50 gram semangka | 30 gram selada | 80 gram apel | 50 gram alpukat | 50 gram blewah melon | 4 gram kacang almond | 20 g gourmet blend dark chocolate & banana granola,Blender semua bahan kecuali kacang almond dan granola. | Sajikan ke dalam mangkok. | Letakkan kacang dan granola sebagai topping.,"281,0 kkal","5,05 g","37,85 g","14,22 g","8,8 g","19,39 g","31,0 mg","600,0 mg","0,0 mg","3,779 g",Smoothie hijau dengan granola dan almond.,PT15M,PT0M,1 porsi
Yogurt dan Chia Bowl,https://www.fatsecret.co.id/resep/47163059-yogurt-dan-chia-bowl/Default.aspx,Yogurt dan Chia Bowl,Sidebar - Makan Pagi,100 gram chia seed | 1 buah naga | 80 g blueberry yoghurt,Potong dadu buah naga. | Siram dengan yoghurt. | Taruh chia seed diatasnya.,"620,0 kkal","20,4 g","69,11 g","32,13 g","39,4 g","17,51 g","66,0 mg","350,0 mg","3,0 mg","4,226 g",Mudah membuat mangkuk sarapan.,PT10M,PT0M,1 porsi
Papaya Yogurt with Almonds,https://www.fatsecret.co.id/resep/46956810-papaya-yogurt-with-almonds/Default.aspx,Papaya Yogurt with Almonds,Sidebar - Makan Pagi,"1 mangkok, potong dadu pepaya | 5 gram kacang almond | 1 sdm madu | 71 ml yogurt plain","Potong pepaya menjadi ukuran yang lebih kecil, kemudian sisihkan. | Cincang almond menjadi ukuran yang lebih kecil. | Masukkan yogurt ke dalam mangkok. | Tambahkan pepaya dan almond yang sudah dipotong. | Tambahkan juga madu, jika ingin lebih manis.","210,0 kkal","5,52 g","42,68 g","3,17 g","5,8 g","31,08 g","45,0 mg","567,0 mg","3,0 mg","0,694 g",Sarapan bergizi cepat dan mudah!,PT5M,PT5M,1 porsi
Bubur Manis Oat,https://www.fatsecret.co.id/resep/46700840-bubur-manis-oat/Default.aspx,Bubur Manis Oat,Sidebar - Makan Pagi,5 gram chia seed | 1 gelas air | 1 sejumput garam laut | 1 sdt fiber creme | 21 g oat | 1 ml sweetener | 15 g gula aren,Masukan semua bahan dalam wajan. | Tambahkan daun pandan agar wangi. | Aduk hingga bubur mengental. | Bubur siap di ajukan. | Tambahkan sejumput chia seed untuk hiasan.,"187,0 kkal","3,18 g","34,09 g","4,34 g","5,7 g","13,5 g","166,0 mg","8,0 mg","0,0 mg","1,459 g",Bubur oat dengan biji chia dan serat creme.,PT2M,PT10M,1 porsi
Tumis Sawi Putih,https://www.fatsecret.co.id/resep/45245098-tumis-sawi-putih/Default.aspx,Tumis Sawi Putih,Sidebar - Makan Pagi,1 besar telur | 1 sdt cabai merah atau rawit | 1 sdt garam | 4 siung bawang putih | 200 gram sawi putih | 1 sdt gula pasir | 2 tomat ceri | 1 sdm minyak goreng | 1/4 sdm kecap manis | 2 g royco ayam | 35 gram bawang bombay,"Potong Potong Sawi Putih Kemudian Cuci Bersih. | Iris tipis2 bawang putih dan bawang bombay, iris serong cabai merah, iris tomat menjadi dua bagian. | Panaskan minyak, lalu tumis bawang putih dan bawang bombay. Setelah harum masukkan telur dan orak-arik, tambahkan 250ml air, setelah mendidih tambahkan kol, cabai dan tomat, aduk rata. Tambahkan gula, garam, kecap & royco. | Koreksi rasa, tunggu sampai matang.","263,0 kkal","10,08 g","22,48 g","15,78 g","1,7 g","10,46 g","3083,0 mg","454,0 mg","212,0 mg","5,645 g",Hidangan sayuran yang mudah dan lezat.,PT10M,PT10M,1 porsi
Bubur Oat,https://www.fatsecret.co.id/resep/43503827-bubur-oat/Default.aspx,Bubur Oat,Sidebar - Makan Pagi,100 g dada ayam | 100 g bawang bombay dimasak | 100 g wortel | 100 g oatmeal | 100 g sawi hijau,"Tumis bawang bombay sampai harum dengan minyak kelapa. | Setelah harum,  masukan sedikit air. | Masukkan ayam,  lalu sawi dn terakhir wortel. | Setelah topping agak layu ,  masukkan oat nya kurang lebih 3-5menit ( bila air diatas habis, boleh ditambah untuk metebus oatnya.  Sedikit saja ya). | Tambahkan sedikit garam.  Koreksi rasa.","413,0 kkal","35,49 g","38,0 g","14,16 g","5,6 g","9,62 g","809,0 mg","978,0 mg","83,0 mg","2,97 g",Oat gurih yang sehat dengan sayuran.,PT10M,PT7M,1 porsi
Bubur Oatmeal Asin,https://www.fatsecret.co.id/resep/43193946-bubur-oatmeal-asin/Default.aspx,Bubur Oatmeal Asin,Sidebar - Makan Pagi,"1 irisan tipis ayam | 1/2 besar telur rebus | 1/4 mangkok jamur dimasak (lemak tidak ditambahkan dalam masakan) | 1/2 sdt garam | 1/2 sdm seledri | 1 sdm, cincang daun bawang (loncang) | 1/4 sosis ayam | 0,5 g royco ayam | 35 g instant oatmeal grain | 0,75 g lada putih bubuk","Nyalakan kompor. | Masukkan oatmeal ke teflon dan tambahkan air panas, aduk jangan sampai terlalu encer. | Tambahkan garam, lada, daun bawang, dan penyedap rasa, aduk. | Hias bubur dengan topping. | Koreksi rasa, jika sudah pas, tuang ke mangkuk. | Tambahkan air lagi sedikit demi sedikit sambil diaduk sampai tekstur seperti bubur. | Selamat menikmati.","223,0 kkal","12,26 g","27,49 g","7,99 g","4,2 g","1,34 g","1549,0 mg","228,0 mg","118,0 mg","1,785 g",Bagi mereka yang ingin membumbui sarapan oatmeal biasa mereka.,PT5M,PT15M,1 porsi
Mini Pancakes,https://www.fatsecret.co.id/resep/42850317-mini-pancakes/Default.aspx,Mini Pancakes,Sidebar - Makan Pagi,1 sedang telur | 1/2 buah kiwi | 120 gram pisang | 1 gram biji wijen kering utuh | 1/2 sdm madu | 30 g oats,"Blender oat, pisang, telur, bp sampai halus. | Panggang adonan sedikit-sedikit (pakai sendok teh) pada teflon anti lengket tanpa menambahkan minyak/margarin. Gunakan api kecil. | Balik adonan saat timbul gelembung pada pancake. | Sajikan dengan toping madu, wijen, dan buah.","353,0 kkal","10,92 g","62,77 g","8,04 g","4,3 g","27,06 g","64,0 mg","618,0 mg","186,0 mg","2,009 g",Pancake mini enak yang terbuat dari oats dan pisang!,PT5M,PT20M,1 porsi
